02:00:30.80 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.06 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:01:15.07 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:01:15.07 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:01:47.44 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:01:47.45 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:02:03.78 | SUCCESS | utils.starter:stats:97 | Сохранена статистика в statistics/statistics_2024-09-12-02-02-03.csv
02:02:24.56 | INFO | utils.core.telegram:pars_sessions:56 | Searched sessions: 11.
02:02:24.56 | SUCCESS | utils.core.telegram:get_accounts:106 | Search available accounts: 11.
02:02:24.56 | INFO | utils.core.telegram:check_valid_accounts:85 | Checking accounts for valid...
02:02:56.93 | SUCCESS | utils.core.telegram:check_valid_accounts:95 | Valid accounts: 10; Invalid: 1
02:02:56.93 | INFO | utils.core.telegram:get_accounts:112 | Saved 1 invalid account(s) in sessions/invalid_accounts.txt
02:03:06.95 | SUCCESS | utils.starter:start:29 | Thread 6 | 7.session | Завершена задача «Ежедневные награды» и получено 500 очков
02:55:01.21 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55930
02:55:04.88 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:55:07.71 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:55:08.40 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 179.2 секунд!
02:55:10.66 | SUCCESS | utils.starter:start:54 | Thread 7 | 8.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55830
02:55:13.00 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:55:15.99 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:55:16.27 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 119.6 секунд!
02:55:19.24 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55970
02:55:24.96 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55970
02:55:25.31 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:55:28.03 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:55:30.98 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55960
02:55:32.90 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 171.8 секунд!
02:55:37.97 | WARNING | utils.starter:start:54 | Thread 0 | 1.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55960
02:55:45.93 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 115.7 секунд!
02:56:15.31 | ERROR | utils.starter:start:74 | Thread 9 | main.session | Ошибка: [Errno 22] Couldn't connect to proxy 92.119.182.79:6724 [Превышен таймаут семафора]
02:56:21.71 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:56:24.28 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:56:26.94 | WARNING | utils.starter:start:54 | Thread 9 | main.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 74873
02:56:29.51 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:56:31.93 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:56:34.12 | WARNING | utils.starter:start:54 | Thread 9 | main.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 74873
02:56:35.31 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56080
02:56:39.39 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 125.8 секунд!
02:56:42.67 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 166.9 секунд!
02:56:55.09 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:56:55.89 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:56:57.91 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:56:58.52 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:01.20 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56250
02:57:01.25 | WARNING | utils.starter:start:54 | Thread 8 | 9.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55820
02:57:08.02 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 178.0 секунд!
02:57:09.38 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз MOON! Награда: 20; Баланс: 56270
02:57:15.90 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 163.5 секунд!
02:57:17.72 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:20.18 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:23.56 | SUCCESS | utils.starter:start:54 | Thread 7 | 8.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55840
02:57:29.06 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:29.09 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 126.7 секунд!
02:57:31.50 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:34.16 | SUCCESS | utils.starter:start:54 | Thread 2 | 2.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56170
02:57:38.99 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:39.89 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 143.1 секунд!
02:57:41.42 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:43.04 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:44.27 | WARNING | utils.starter:start:54 | Thread 6 | 7.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55930
02:57:45.38 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:57:48.76 | WARNING | utils.starter:start:54 | Thread 0 | 1.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55960
02:57:49.94 | WARNING | utils.starter:start:54 | Thread 6 | 7.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55930
02:57:54.42 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 175.5 секунд!
02:57:55.85 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 160.8 секунд!
02:58:08.98 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:58:11.89 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:58:14.72 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55930
02:58:21.94 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55940
02:58:26.09 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:58:27.78 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 152.1 секунд!
02:58:28.63 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:58:32.10 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55970
02:58:39.94 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55970
02:58:45.69 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 167.5 секунд!
02:58:46.25 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:58:49.16 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:58:51.83 | WARNING | utils.starter:start:54 | Thread 9 | main.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 74880
02:59:00.03 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 156.6 секунд!
02:59:30.92 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:59:33.52 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:59:36.94 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:59:36.95 | WARNING | utils.starter:start:54 | Thread 4 | 4.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56080
02:59:39.73 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
02:59:43.10 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56090
02:59:43.46 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55840
02:59:49.23 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 164.7 секунд!
02:59:49.25 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 168.7 секунд!
03:00:00.72 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:03.72 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:04.20 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:06.78 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:07.14 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:07.18 | WARNING | utils.starter:start:54 | Thread 3 | 3.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56270
03:00:09.51 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:09.54 | WARNING | utils.starter:start:54 | Thread 2 | 2.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56170
03:00:12.27 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55830
03:00:13.38 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56280
03:00:15.85 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 131.2 секунд!
03:00:17.67 | WARNING | utils.starter:start:54 | Thread 8 | 9.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55830
03:00:20.09 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 164.2 секунд!
03:00:24.82 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 124.5 секунд!
03:00:37.91 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:40.34 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:43.79 | WARNING | utils.starter:start:54 | Thread 6 | 7.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55930
03:00:50.47 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 125.1 секунд!
03:00:51.31 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:54.31 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:00:58.09 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55970
03:01:01.11 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:01:03.60 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:01:04.00 | WARNING | utils.starter:start:54 | Thread 0 | 1.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55970
03:01:06.87 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55950
03:01:09.78 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 166.5 секунд!
03:01:14.26 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 130.3 секунд!
03:01:34.29 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:01:36.60 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:01:37.99 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:01:39.54 | SUCCESS | utils.starter:start:54 | Thread 1 | 10.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55980
03:01:41.19 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:01:44.20 | SUCCESS | utils.starter:start:54 | Thread 9 | main.session | Выиграл и выбрал прогноз DOOM! Награда: 60; Баланс: 75837
03:01:45.41 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55980
03:01:49.47 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 103.5 секунд!
03:01:51.16 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 167.1 секунд!
03:02:28.12 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:30.71 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:30.89 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:33.08 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:34.35 | WARNING | utils.starter:start:54 | Thread 2 | 2.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56170
03:02:35.17 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:35.87 | SUCCESS | utils.starter:start:54 | Thread 8 | 9.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55840
03:02:38.03 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:39.84 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:40.59 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56100
03:02:41.44 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 120.5 секунд!
03:02:42.21 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 153.7 секунд!
03:02:42.66 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:45.77 | SUCCESS | utils.starter:start:54 | Thread 7 | 8.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55850
03:02:47.73 | WARNING | utils.starter:start:54 | Thread 4 | 4.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56100
03:02:54.00 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55850
03:02:55.73 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 173.6 секунд!
03:02:56.63 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:02:59.40 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:03:00.72 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 153.1 секунд!
03:03:02.14 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55940
03:03:05.29 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:03:08.10 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:03:09.14 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 175.2 секунд!
03:03:11.50 | WARNING | utils.starter:start:54 | Thread 3 | 3.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56280
03:03:17.66 | WARNING | utils.starter:start:54 | Thread 3 | 3.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56280
03:03:25.51 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 168.4 секунд!
03:03:26.07 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:03:29.25 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:03:32.09 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55950
03:03:34.17 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:03:36.97 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:03:39.82 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 110.7 секунд!
03:03:40.14 | SUCCESS | utils.starter:start:54 | Thread 9 | main.session | Выиграл и выбрал прогноз DOOM! Награда: 60; Баланс: 75901
03:03:47.86 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 114.5 секунд!
03:03:57.45 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:04:00.07 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:04:03.03 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 55980
03:04:10.21 | SUCCESS | utils.starter:start:54 | Thread 0 | 1.session | Выиграл и выбрал прогноз DOOM! Награда: 20; Баланс: 56000
03:04:15.70 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 146.9 секунд!
03:04:39.64 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:04:42.74 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:04:43.19 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:04:45.46 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55980
03:04:45.82 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:04:48.56 | SUCCESS | utils.starter:start:54 | Thread 2 | 2.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56180
03:04:52.15 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55980
03:04:53.85 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 112.8 секунд!
03:04:59.00 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 115.2 секунд!
03:05:17.16 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:20.24 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:22.91 | WARNING | utils.starter:start:54 | Thread 8 | 9.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55840
03:05:29.47 | INFO | utils.starter:start:70 | Thread 8 | 9.session | Ждём 158.0 секунд!
03:05:31.76 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:34.54 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:35.85 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:37.18 | WARNING | utils.starter:start:54 | Thread 5 | 5.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55950
03:05:38.36 | WARNING | utils.starter:start:31 | Thread 7 | 8.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:41.94 | WARNING | utils.starter:start:54 | Thread 7 | 8.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 55850
03:05:42.90 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 122.1 секунд!
03:05:43.55 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:46.44 | WARNING | utils.starter:start:31 | Thread 9 | main.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:49.86 | WARNING | utils.starter:start:54 | Thread 9 | main.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 75905
03:05:50.17 | INFO | utils.starter:start:70 | Thread 7 | 8.session | Ждём 147.3 секунд!
03:05:50.91 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:53.84 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:05:56.18 | INFO | utils.starter:start:70 | Thread 9 | main.session | Ждём 153.5 секунд!
03:05:56.47 | SUCCESS | utils.starter:start:54 | Thread 4 | 4.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 56110
03:06:03.36 | WARNING | utils.starter:start:54 | Thread 4 | 4.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56110
03:06:05.67 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:08.20 | WARNING | utils.starter:start:31 | Thread 6 | 7.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:11.31 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55950
03:06:11.49 | INFO | utils.starter:start:70 | Thread 4 | 4.session | Ждём 114.3 секунд!
03:06:15.07 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:18.01 | WARNING | utils.starter:start:31 | Thread 3 | 3.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:18.37 | SUCCESS | utils.starter:start:54 | Thread 6 | 7.session | Выиграл и выбрал прогноз MOON! Награда: 20; Баланс: 55970
03:06:20.77 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз MOON! Награда: 10; Баланс: 56290
03:06:26.58 | INFO | utils.starter:start:70 | Thread 6 | 7.session | Ждём 158.3 секунд!
03:06:26.85 | SUCCESS | utils.starter:start:54 | Thread 3 | 3.session | Выиграл и выбрал прогноз DOOM! Награда: 20; Баланс: 56310
03:06:32.83 | INFO | utils.starter:start:70 | Thread 3 | 3.session | Ждём 100.5 секунд!
03:06:44.37 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:47.48 | WARNING | utils.starter:start:31 | Thread 0 | 1.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:47.82 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:50.64 | WARNING | utils.starter:start:54 | Thread 0 | 1.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56000
03:06:51.00 | WARNING | utils.starter:start:31 | Thread 2 | 2.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:53.87 | WARNING | utils.starter:start:54 | Thread 2 | 2.session | Проиграл и выбрал прогноз MOON! Награда: 0; Баланс: 56180
03:06:55.52 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:06:58.20 | INFO | utils.starter:start:70 | Thread 0 | 1.session | Ждём 153.5 секунд!
03:06:58.34 | WARNING | utils.starter:start:31 | Thread 1 | 10.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:07:01.47 | INFO | utils.starter:start:70 | Thread 2 | 2.session | Ждём 105.8 секунд!
03:07:01.67 | WARNING | utils.starter:start:54 | Thread 1 | 10.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 55980
03:07:09.30 | INFO | utils.starter:start:70 | Thread 1 | 10.session | Ждём 164.2 секунд!
03:07:46.73 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:07:49.09 | WARNING | utils.starter:start:31 | Thread 5 | 5.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:07:51.77 | SUCCESS | utils.starter:start:54 | Thread 5 | 5.session | Выиграл и выбрал прогноз DOOM! Награда: 10; Баланс: 55960
03:07:57.55 | INFO | utils.starter:start:70 | Thread 5 | 5.session | Ждём 112.2 секунд!
03:08:07.11 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:08.79 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:10.07 | WARNING | utils.starter:start:31 | Thread 4 | 4.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:11.46 | WARNING | utils.starter:start:31 | Thread 8 | 9.session | Не удалось завершить задачу «Подключить кошелек OKX»
03:08:13.18 | WARNING | utils.starter:start:54 | Thread 4 | 4.session | Проиграл и выбрал прогноз DOOM! Награда: 0; Баланс: 56110
